followers_count,urls,created_at,text
6572,[],Thu Mar 30 22:50:27 +0000 2017,RT @Erdayastronaut: #spacex 's historic reuse of a Falcon9 for mission SES-10 has an awesome mission patch! Grey booster and all! \xf0\x9f\x98\x8d\xf0\x9f\x9a\x80 https:\xe2\x80\xa6
1335,[],Thu Mar 30 22:36:24 +0000 2017,Congrats @spacex! History made!! \n#ofcourseistillloveyou https://t.co/pxYboVGov4
9351,['http://spacex.com/webcast'],Thu Mar 30 22:30:23 +0000 2017,RT @SpaceX: T-60 seconds until launch  \xe2\x86\x92 https://t.co/gtC39uBC7z https://t.co/jv3372rCUf
3954,[],Thu Mar 30 22:59:44 +0000 2017,"Props to SES of Luxembourg for having the guts (and, I guess, smart insurance) for being first to take a punt on a reused #SpaceX rocket"
1854,[],Thu Mar 30 22:36:29 +0000 2017,There's cheering but a black screen DID IT LAND? #SpaceX #SES10
2654,['http://engt.co/2nPmlDT'],Thu Mar 30 22:52:43 +0000 2017,RT @IEEEorg: We may be days away from @SpaceX achieving the first orbital mission to fly with a used rocket: https://t.co/ZaJBsZm50Z via @e\xe2\x80\xa6
1619,[None],Thu Mar 30 22:42:53 +0000 2017,RT @Walldo: SpaceX has launched and landed a recycled rocket for the first time. It\xe2\x80\x99s a big step towards making space flight ch\xe2\x80\xa6
1940,['http://money.cnn.com/2017/03/30/technology/spacex-launch-ses-10-reused-rocket/index.html?section=money_topstories&utm_source=dlvr.it&utm_medium=twitter'],Thu Mar 30 22:50:13 +0000 2017,Countdown to SpaceX's first-ever launch of a used rocket https://t.co/q9Bdx1E6ON https://t.co/b3NroEDiV4
22854,[],Thu Mar 30 22:39:06 +0000 2017,"Reusable, *recoverable* orbital rockets, that is. Man. #SpaceX has worked toward this precise moment since 2002.\nTHIS\nIS\nHUGE."
2661,[],Thu Mar 30 22:43:08 +0000 2017,BRING ON THE HEAVY!!!!! #SpaceX
1342,[],Thu Mar 30 22:55:47 +0000 2017,"RT @WIREDScience: If #SpaceX recovers the payload fairing, they might rack up another reusability first tonight. Board member @dfjsteve say\xe2\x80\xa6"
3125,[],Thu Mar 30 22:58:46 +0000 2017,"RT @standaloneSA: This whole ""Colonizing Mars"" thing is going to work. You just saw the first proof that this will happen. I can\'t wait. #S\xe2\x80\xa6"
2153,['https://bloom.bg/2nkTljq'],Thu Mar 30 22:42:49 +0000 2017,RT @business: SpaceX is currently attempting to go where no rocket has gone before. Watch here https://t.co/dQO81ZcEY8 https://t.co/G40jpsQ\xe2\x80\xa6
1844,['http://tcrn.ch/2nQjdrx'],Thu Mar 30 22:54:37 +0000 2017,RT @stanleysuen: RT TechCrunch : SpaceX's reused Falcon 9 rocket nails the landing for a second time https://t.co/kHbmRcNKyl by et\xe2\x80\xa6 https:/\xe2\x80\xa6
3509,['http://www.spacex.com/webcast'],Thu Mar 30 22:25:07 +0000 2017,"RT @astroengine: Here we go, @SpaceX is about to re-launch its first USED rocket for #SES10 ... Watch LIVE: https://t.co/t96uMhH0eP \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80"
3425,['https://bloom.bg/2nkKWN9'],Thu Mar 30 22:43:28 +0000 2017,RT @business: SpaceX just pulled off its first reused rocket mission-- a major triumph for Elon Musk https://t.co/WJ3wVtZFj3 https://t.co/L\xe2\x80\xa6
1218,['http://wapo.st/2nFeqsm'],Thu Mar 30 23:03:33 +0000 2017,RT @washingtonpost: Elon Musk\xe2\x80\x99s SpaceX makes history by launching a \xe2\x80\x98flight proven\xe2\x80\x99 rocket https://t.co/XupT9yk4Cd
1461,[],Thu Mar 30 22:32:02 +0000 2017,RT @jeff_foust: Payload fairing separation. (Rumors are SpaceX may attempt to recover the two halves of the fairing.)
14467,['https://goo.gl/jNM100'],Thu Mar 30 23:04:45 +0000 2017,Watch The SpaceX Falcon 9 Rocket Relaunch https://t.co/W5oNdL54Kl https://t.co/wyAFCh2MDG
10646,['http://dlvr.it/NmHXQD'],Thu Mar 30 22:34:41 +0000 2017,SpaceX successfully re-launches an orbital Falcon 9 rocket for the first time https://t.co/e4OHR23iDL #Tech https://t.co/1yrcoqQSw2
2269,[],Thu Mar 30 22:58:42 +0000 2017,RT @spacecom: Successful first stage landing #Falcon9 #SES10 #spacex https://t.co/1RVa9J8hI4
1990,[],Thu Mar 30 22:45:41 +0000 2017,RT @SpaceX: Webcast returns in about 10 minutes for second stage engine restart and satellite deployment. https://t.co/uLGxW3gVCW
3436,[],Thu Mar 30 22:50:02 +0000 2017,"RT @h_thoreson: What will be cheaper in 50 years: launching 10 pounds to space, or a plane ticket on a major carrier with a checked bag #Sp\xe2\x80\xa6"
6123,[],Thu Mar 30 23:02:17 +0000 2017,... @spacex carrying SES 10 communications satellite launch on the other!! Awesome day!!! https://t.co/jMDWrDZmVp
7379,['http://tcrn.ch/2nklRBT'],Thu Mar 30 22:44:12 +0000 2017,[#news] [#tech] SpaceX has successfully recovered the Falcon 9 rocket it just reused for the first time in history https://t.co/TYaQUDKtRt
8447,['https://goo.gl/MSmpMC'],Thu Mar 30 22:48:21 +0000 2017,SpaceX\xe2\x80\x99s reused Falcon 9 rocket nails the landing for a second time https://t.co/I2o0pm1fFM https://t.co/ferKrp6Yzp
37170,"['https://twitter.com/SpaceX/status/847578231808991232', 'https://twitter.com/SpaceX/status/847578231808991232']",Thu Mar 30 22:45:08 +0000 2017,RT @planetlabs: Big congrats to @SpaceX on the successful reflight! https://t.co/h1xSfail9u \xe2\x80\xa6 https://t.co/h1xSfail9u
1881,['http://dlvr.it/NmHn0D'],Thu Mar 30 22:53:24 +0000 2017,#RussiaToday El Falcon 9 de SpaceX aterriza con \xc3\xa9xito en una plataforma flotante https://t.co/sToq239ynj https://t.co/ZCrY02FIvR
3563,['http://dlvr.it/NmHsV5'],Thu Mar 30 23:01:10 +0000 2017,SpaceX successfully re-launches an orbital Falcon 9 rocket for the first time https://t.co/d3AYEJU9sD #Space #TC https://t.co/ek22Fzm819
3547,['http://nbcnews.to/2nkR8oc'],Thu Mar 30 22:58:51 +0000 2017,"RT @NBCNews: WATCH LIVE: SpaceX launches first ""reflight"" of an orbital class rocket known as Falcon 9 https://t.co/1OljJivsgn https://t.co\xe2\x80\xa6"
2556,['http://ift.tt/2nkVrQD'],Thu Mar 30 22:42:22 +0000 2017,SpaceX successfully lands falcon 9 first stage for the second time! https://t.co/fASnfXGfzi
1401,['http://engt.co/2oEvxrX'],Thu Mar 30 23:16:26 +0000 2017,SpaceX successfully relaunched a Falcon 9 rocket https://t.co/2XzYAlQqgj #AppleNews
3164,[],Thu Mar 30 22:37:28 +0000 2017,wow. THAT is what you call a milestone #spacex https://t.co/rMyK53260B
3001,['http://buff.ly/2omH145'],Thu Mar 30 22:48:55 +0000 2017,"Today, @SpaceX Will Try Something ""Potentially Revolutionary"" in Humanity\'s Journey Into #Space\n\nhttps://t.co/UKgpxYRmYa\n\n@elonmusk #founder"
15387,"['http://bit.ly/2oEydFU', 'http://bit.ly/2oEnpb3']",Thu Mar 30 22:40:07 +0000 2017,SpaceX today attempts first ever reflight of an orbital class rocket https://t.co/WKgjgN9qOW (https://t.co/A3aZ9gZwtC)
7024,['http://ift.tt/2nBkSza'],Thu Mar 30 22:56:22 +0000 2017,\xd0\x98\xd1\x81\xd1\x82\xd0\xbe\xd1\x80\xd0\xb8\xd1\x87\xd0\xb5\xd1\x81\xd0\xba\xd0\xb8\xd0\xb9 \xd0\xb7\xd0\xb0\xd0\xbf\xd1\x83\xd1\x81\xd0\xba: SpaceX \xd0\xb2\xd0\xbf\xd0\xb5\xd1\x80\xd0\xb2\xd1\x8b\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xb2\xd1\x82\xd0\xbe\xd1\x80\xd0\xbd\xd0\xbe \xd0\xb7\xd0\xb0\xd0\xbf\xd1\x83\xd1\x81\xd1\x82\xd0\xb8\xd0\xbb\xd0\xb0 Falcon 9 https://t.co/FJBO8mKFF1 #rufollowback #followback #teamfollowback #fb #news
4796,['https://twitter.com/jonostrower/status/847578414244544512'],Thu Mar 30 22:43:10 +0000 2017,RT @IgnitingThought: Amazing! #science is amazing! https://t.co/qzWfNziqfp
11791,[],Thu Mar 30 22:48:17 +0000 2017,@SpaceX Incredible and so proud to be a small part of the team!!  Congrats!!  @2RoadsPro
17728,['http://ift.tt/2noKVZu'],Thu Mar 30 23:04:12 +0000 2017,#BusinessNews SpaceX Lofts Commercial Satellite With Reused Rocket In Historic Flight - https://t.co/2ioD28J843
4166,['http://spacex.com/webcast'],Thu Mar 30 22:27:38 +0000 2017,RT @SpaceX: Liftoff! https://t.co/gtC39uBC7z
28556,[None],Thu Mar 30 23:02:52 +0000 2017,RT @scriptunasphoto: They did it! SpaceX has successfully launched and landed a previously flown first stage. The future is bright!\xe2\x80\xa6
